threshold,pr_auc,roc_auc,recall,precision,f1,accuracy,tn,fp,fn,tp,experiment_type,feature_config,model_name,n_columns,fit_seconds,best_iteration,split,threshold_strategy
0.5,0.23693032973779,0.6844245778562489,0.1327217125382263,0.3640939597315436,0.1945316001792918,0.8788103587806851,12814,379,1418,217,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw035,199,89.65067458397243,1771,test,default_0.5
0.32509428606659385,0.23693032973779,0.6844245778562489,0.39510703363914373,0.23697725605282466,0.296262325154781,0.793026706231454,11113,2080,989,646,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw035,199,89.65067458397243,1771,test,best_f1
0.18944541593755063,0.23693032973779,0.6844245778562489,0.7865443425076453,0.152333570244018,0.25523469286493994,0.49386296196385215,6037,7156,349,1286,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw035,199,89.65067458397243,1771,test,best_f2
0.12130878870363586,0.23693032973779,0.6844245778562489,0.9590214067278288,0.12000612276136538,0.2133188218488538,0.22005664958187213,1695,11498,67,1568,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw035,199,89.65067458397243,1771,test,max_recall_precision_ge_0.12
0.1866337048239981,0.23693032973779,0.6844245778562489,0.7902140672782875,0.15000580517821896,0.25214676034348166,0.48314000539519825,5872,7321,343,1292,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw035,199,89.65067458397243,1771,test,max_recall_precision_ge_0.15
0.2817810907831217,0.23693032973779,0.6844245778562489,0.4960244648318043,0.2,0.2850615114235501,0.7256541677906663,9949,3244,824,811,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw035,199,89.65067458397243,1771,test,max_recall_precision_ge_0.20
0.5,0.2826384979746066,0.7096920351910485,0.1045531197301855,0.49076517150395776,0.17238183503243745,0.8814942605002986,13099,193,1593,186,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr002_l220_cw025,199,70.63616774999537,1453,validation,default_0.5
0.2741583697185343,0.2826384979746066,0.7096920351910485,0.40415964024733,0.2886391007627459,0.336768149882904,0.8120894433017053,11520,1772,1060,719,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr002_l220_cw025,199,70.63616774999537,1453,validation,best_f1
0.16675612172722634,0.2826384979746066,0.7096920351910485,0.7386172006745363,0.18099173553719008,0.29074012612014605,0.574613496118373,7346,5946,465,1314,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr002_l220_cw025,199,70.63616774999537,1453,validation,best_f2
0.06978251403759819,0.2826384979746066,0.7096920351910485,0.9915682967959528,0.12,0.21409066084107045,0.14066750713290424,356,12936,15,1764,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr002_l220_cw025,199,70.63616774999537,1453,validation,max_recall_precision_ge_0.12
