threshold,pr_auc,roc_auc,recall,precision,f1,accuracy,tn,fp,fn,tp,experiment_type,ensemble_name,member_key,feature_config,model_name,row_order_seed,model_seed,random_strength,l2_leaf_reg,n_members,train_subset_rows,n_columns,fit_seconds,best_iteration,split,threshold_strategy
0.09647951398022934,0.2831452102768189,0.7098388647302422,0.7369308600337268,0.18535274989396297,0.2962042476276548,0.5866233163028333,7530,5762,468,1311,history_catboost_order_sensitivity_member,,OrderCat_same_seed_67,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_67,67,67,1.0,10.0,1,69444.0,199,63.51715870806947,1192.0,validation,best_f2
0.042481366069737084,0.2831452102768189,0.7098388647302422,0.9955030916245081,0.12000271039436237,0.2141863699582754,0.13774799283391945,305,12987,8,1771,history_catboost_order_sensitivity_member,,OrderCat_same_seed_67,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_67,67,67,1.0,10.0,1,69444.0,199,63.51715870806947,1192.0,validation,max_recall_precision_ge_0.12
0.07152879353286269,0.2831452102768189,0.7098388647302422,0.866779089376054,0.15,0.25574259888879675,0.40448543560480393,4554,8738,237,1542,history_catboost_order_sensitivity_member,,OrderCat_same_seed_67,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_67,67,67,1.0,10.0,1,69444.0,199,63.51715870806947,1192.0,validation,max_recall_precision_ge_0.15
0.10859260423210693,0.2831452102768189,0.7098388647302422,0.6531759415401911,0.2,0.3062327052312558,0.6506535730873864,8644,4648,617,1162,history_catboost_order_sensitivity_member,,OrderCat_same_seed_67,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_67,67,67,1.0,10.0,1,69444.0,199,63.51715870806947,1192.0,validation,max_recall_precision_ge_0.20
0.5,0.23708508570457834,0.6823309831388206,0.029357798165137616,0.6233766233766234,0.056074766355140186,0.8910169948745617,13164,29,1587,48,history_catboost_order_sensitivity_member,,OrderCat_same_seed_67,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_67,67,67,1.0,10.0,1,69444.0,199,63.51715870806947,1192.0,test,default_0.5
0.13395978680570914,0.23708508570457834,0.6823309831388206,0.4703363914373089,0.20862723819858925,0.2890434128923135,0.7448745616401403,10276,2917,866,769,history_catboost_order_sensitivity_member,,OrderCat_same_seed_67,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_67,67,67,1.0,10.0,1,69444.0,199,63.51715870806947,1192.0,test,best_f1
0.09172655239239395,0.23708508570457834,0.6823309831388206,0.7186544342507645,0.16171208367740159,0.26401527918211437,0.5582007013757756,7102,6091,460,1175,history_catboost_order_sensitivity_member,,OrderCat_same_seed_67,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_67,67,67,1.0,10.0,1,69444.0,199,63.51715870806947,1192.0,test,best_f2
0.054046660288980725,0.23708508570457834,0.6823309831388206,0.9577981651376147,0.12,0.21327885597548518,0.2208659293229026,1709,11484,69,1566,history_catboost_order_sensitivity_member,,OrderCat_same_seed_67,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_67,67,67,1.0,10.0,1,69444.0,199,63.51715870806947,1192.0,test,max_recall_precision_ge_0.12
0.08116507607870899,0.23708508570457834,0.6823309831388206,0.781651376146789,0.15,0.251698670605613,0.4875236039924467,5951,7242,357,1278,history_catboost_order_sensitivity_member,,OrderCat_same_seed_67,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_67,67,67,1.0,10.0,1,69444.0,199,63.51715870806947,1192.0,test,max_recall_precision_ge_0.15
0.1284868114908794,0.23708508570457834,0.6823309831388206,0.4948012232415902,0.2,0.2848591549295775,0.7260588076611816,9957,3236,826,809,history_catboost_order_sensitivity_member,,OrderCat_same_seed_67,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_67,67,67,1.0,10.0,1,69444.0,199,63.51715870806947,1192.0,test,max_recall_precision_ge_0.20
